股票代號,公司名稱,產業大類,受惠股,公布或事件日期,政策狀態,政策名稱,證據文件,正式政策,事件日至今總漲幅（截至2026-07-17）
F,Ford Motor Co.,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+51.19%
GM,General Motors Company,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+63.02%
HMC,Honda Motor,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-7.70%
LCID,Lucid Group Inc,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-70.91%
RIVN,Rivian Automotive Inc,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+32.34%
STLA,Stellantis N.V,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-38.14%
TM,Toyota Motor Corporation,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-8.04%
TSLA,Tesla Inc,EV／電池／回收,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+33.22%
ALB,Albemarle Corp.,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BLNK,Blink Charging Co,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CHPT,ChargePoint Holdings Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ENVX,Enovix Corporation,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
FREY,T1 Energy Inc.,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LI,Li Auto Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MVST,Microvast Holdings Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
NIO,NIO Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
PLL,Piedmont Lithium Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
QS,QuantumScape Corp,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
SLDP,Solid Power Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
STEM,Stem Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
XPEV,XPeng Inc,EV／電池／回收,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ALSN,Allison Transmission Holdings Inc,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+24.91%
BWA,BorgWarner Inc,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+124.33%
CLF,Cleveland-Cliffs Inc,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+13.59%
F,Ford Motor Co.,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+51.19%
GM,General Motors Company,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+63.02%
HMC,Honda Motor,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-7.70%
LCID,Lucid Group Inc,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-70.91%
OSK,Oshkosh Corp,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+65.08%
PCAR,Paccar Inc.,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+41.07%
RIVN,Rivian Automotive Inc,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+32.34%
STLA,Stellantis N.V,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-38.14%
TM,Toyota Motor Corporation,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,-8.04%
TSLA,Tesla Inc,汽車／零組件／製造回流,有(紅色),2025-04-29,已生效,Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Proclamation 10925 — Amendments to Adjusting Imports of Automobiles and Automobile Parts into the United States,Presidential Proclamation 10925（Section 232）,+33.22%
ADNT,Adient plc,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ALV,Autoliv Inc.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
APTV,Aptiv PLC.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
AXL,Dauch Corp.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
AZO,Autozone Inc.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CAT,Caterpillar Inc.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CMI,Cummins Inc.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DAN,Dana Inc,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DE,Deere & Co.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DORM,Dorman Products Inc,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GNTX,Gentex Corp.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GPC,Genuine Parts Co.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GT,Goodyear Tire & Rubber Co.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
HOG,"Harley-Davidson, Inc.",汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LEA,Lear Corp.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LKQ,LKQ Corp,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MBLY,Mobileye Global Inc,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MGA,Magna International Inc.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MOD,Modine Manufacturing Co.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ORLY,"O`Reilly Automotive, Inc.",汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
TEX,Terex Corp.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
THRM,Gentherm Inc,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
VC,Visteon Corp.,汽車／零組件／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ABBV,Abbvie Inc,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+43.36%
ABT,Abbott Laboratories,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,-22.34%
AMGN,AMGEN Inc.,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+43.17%
AZN,Astrazeneca plc,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+27.16%
BIIB,Biogen Inc,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+74.32%
BMY,Bristol-Myers Squibb Co.,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+38.85%
GILD,"Gilead Sciences, Inc.",製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+43.18%
GSK,GSK Plc,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+48.33%
JNJ,Johnson & Johnson,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+69.62%
LLY,Lilly(Eli) & Co,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+61.98%
MRK,Merck & Co Inc,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+75.18%
NVO,Novo Nordisk,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,-19.79%
NVS,Novartis AG,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+45.76%
PFE,Pfizer Inc.,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+20.29%
REGN,"Regeneron Pharmaceuticals, Inc.",製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+29.11%
SNY,Sanofi,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,-5.54%
TMO,Thermo Fisher Scientific Inc.,製藥／製造回流,有(紅色),2025-05-12,執行中,Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297 — Delivering Most-Favored-Nation Prescription Drug Pricing to American Patients,Executive Order 14297,+32.71%
BAX,Baxter International Inc.,製藥／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BDX,Becton Dickinson & Co.,製藥／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MRNA,Moderna Inc,製藥／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
TAK,Takeda Pharmaceutical Co,製藥／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
VRTX,"Vertex Pharmaceuticals, Inc.",製藥／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
ZTS,Zoetis Inc,製藥／製造回流,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
AVAV,AeroVironment Inc.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,-23.79%
AXON,Axon Enterprise Inc,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,-35.27%
DPRO,Draganfly Inc,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+72.43%
DRS,Leonardo DRS Inc.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+0.30%
KTOS,Kratos Defense & Security Solutions Inc,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+14.05%
LHX,L3Harris Technologies Inc,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+18.39%
LMT,Lockheed Martin Corp.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+9.30%
NOC,Northrop Grumman Corp.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+8.53%
ONDS,Ondas Inc.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+312.97%
PDYN,Palladyne AI Corp.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,-40.70%
PLTR,Palantir Technologies Inc,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+10.40%
RCAT,Red Cat Holdings Inc,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+4.37%
RTX,RTX Corp,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+41.36%
TXT,Textron Inc.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+22.93%
UAVS,AgEagle Aerial Systems Inc.,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,-31.13%
UMAC,Unusual Machines Inc,無人機／反無人機,有(紅色),2025-06-06,執行中,Unleashing American Drone Dominance,Executive Order 14307 — Unleashing American Drone Dominance,Executive Order 14307,+159.66%
CXW,CoreCivic Inc,邊境安全／拘留設施,有(紅色),2025-07-04,已生效,H.R.1 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21,+41.37%
GEO,"Geo Group, Inc.",邊境安全／拘留設施,有(紅色),2025-07-04,已生效,H.R.1 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21,+16.35%
OSIS,"OSI Systems, Inc.",邊境安全／拘留設施,有(紅色),2025-07-04,已生效,H.R.1 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21,-8.54%
PLTR,Palantir Technologies Inc,邊境安全／拘留設施,有(紅色),2025-07-04,已生效,H.R.1 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21 — An Act to provide for reconciliation pursuant to title II of H. Con. Res. 14,Public Law 119-21,-1.47%
AXON,Axon Enterprise Inc,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BAH,Booz Allen Hamilton Holding Corp,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CACI,Caci International Inc.,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CDRE,Cadre Holdings Inc,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
DRS,Leonardo DRS Inc.,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
KTOS,Kratos Defense & Security Solutions Inc,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
LDOS,Leidos Holdings Inc,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MRCY,Mercury Systems Inc,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
PSN,Parsons Corp,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
SAIC,Science Applications International Corp.,邊境安全／拘留設施,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BTGO,BitGo Holdings Inc.,數位資產／加密金融,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,N/A（事件日尚未上市／無行情）
COIN,Coinbase Global Inc,數位資產／加密金融,有(紅色),2025-02-27,已生效,SEC Announces Dismissal of Civil Enforcement Action Against Coinbase,SEC Press Release 2025-47 — SEC Announces Dismissal of Civil Enforcement Action Against Coinbase,SEC Commission Regulatory Decision（Press Release 2025-47）,-26.22%
CRCL,Circle Internet Group Inc.,數位資產／加密金融,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,-74.28%
HOOD,Robinhood Markets Inc,數位資產／加密金融,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,-5.21%
PYPL,PayPal Holdings Inc,數位資產／加密金融,有(紅色),2025-07-18,已生效,Guiding and Establishing National Innovation for U.S. Stablecoins Act（GENIUS Act）,Public Law 119-27 — Guiding and Establishing National Innovation for U.S. Stablecoins Act,Public Law 119-27,-22.76%
SOFI,SoFi Technologies Inc,數位資產／加密金融,有(紅色),2025-03-07,執行中,OCC Letter Addressing Certain Crypto-Asset Activities,OCC Interpretive Letter 1183 — OCC Letter Addressing Certain Crypto-Asset Activities,OCC Interpretive Letter 1183,+38.80%
ABTC,American Bitcoin Corp.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BITF,Keel Infrastructure Corp.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
BTDR,Bitdeer Technologies Group.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CAN,Canaan Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CIFR,Cipher Digital Inc.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CLSK,Cleanspark Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CME,CME Group Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
CORZ,Core Scientific Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
GLXY,Galaxy Digital Inc.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
HIVE,HIVE Digital Technologies Ltd.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
HUT,Hut 8 Corp,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
IBKR,Interactive Brokers Group Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
IREN,IREN Ltd.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MARA,"MARATHON DIGITAL HOLDINGS, INC.",數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
MSTR,Strategy Inc.,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
NDAQ,Nasdaq Inc,數位資產／加密金融,沒有(灰色),未確認,未確認,未確認,未找到公司層級政策關聯證據,未確認正式政策關聯,N/A（事件日期未確認）
